-1	-0.0168476
-1	0.138701
-1	0.128912
-1	0.0717964
-1	0.0193116
-1	0.105062
-1	0.097289
-1	0.0379192
-1	-0.0066927
-1	0.00384025
-1	0.0125878
-1	-0.116213
-1	-0.101453
-1	-0.0797221
-1	0.205784
-1	-0.124465
-1	-0.061975
-1	-0.0274031
-1	-0.103927
-1	-0.0887219
-1	0.191452
-1	0.117383
-1	0.00233644
-1	-0.00235678
-1	0.16494
-1	0.0538532
-1	0.0910534
-1	0.154167
-1	0.0693903
-1	0.0491489
-1	0.176305
-1	0.0933187
-1	-0.0276676
-1	0.0887381
-1	0.194838
-1	0.199013
-1	-0.165511
-1	0.0396759
-1	-0.0129881
-1	-0.178536
-1	0.0629132
-1	0.0622663
-1	0.0977144
-1	0.0243278
-1	0.113151
-1	0.0896542
-1	-0.00390876
-1	0.227496
-1	0.141334
-1	0.175577
-1	0.0487466
-1	0.192753
-1	0.0203138
-1	-0.0304708
-1	-0.0220731
-1	-0.0450123
-1	0.035866
-1	-0.0315666
-1	0.0873137
-1	0.0435815
-1	-0.0524887
-1	-0.0139881
-1	0.0586583
-1	0.0907372
-1	-0.138323
-1	-0.151496
-1	-0.108826
-1	0.127276
-1	0.00470043
-1	0.0370544
-1	0.266266
-1	-0.0541332
-1	-0.00460475
-1	0.167084
1	0.730761
1	0.706325
1	0.709078
1	0.744772
1	0.567871
1	0.438508
1	0.719416
1	0.469384
1	0.588152
1	0.652076
1	0.596234
1	0.736399
1	0.807186
1	0.71528
1	0.686165
1	0.695494
1	0.508541
1	0.557213
1	0.641201
1	0.555316
1	0.456432
1	0.62353
1	0.567422
1	0.430146
1	0.649704
1	0.373558
1	0.373262
1	0.403136
1	0.490626
1	0.302545
1	0.638083
1	0.676899
1	0.748195
1	0.528441
1	0.6
1	0.66166
1	0.659263
1	0.445344
1	0.675659
1	0.68561
1	0.525126
1	0.662608
1	0.79235
1	0.612837
1	0.708382
1	0.743288
1	0.534568
1	0.746709
1	0.735505
1	0.422899
1	0.381607
1	0.473568
1	0.424572
1	0.636336
1	0.691307
1	0.303955
1	0.694489
1	0.492006
1	0.696354
1	0.677423
1	0.571281
1	0.468891
1	0.570762
1	0.661024
1	0.585066
1	0.756064
1	0.628258
1	0.459597
1	0.604494
1	0.486942
1	0.574218
1	0.430706
1	0.521301
1	0.605892
1	0.462612
1	0.703365
1	0.434395
1	0.395415
1	0.650257
1	0.710954
1	0.701213
1	0.573519
1	0.615947
1	0.735631
1	0.639777
1	0.566393
1	0.686094
1	0.717327
1	0.825603
1	0.562261
1	0.69777
1	0.626694
1	0.728817
1	0.706872
1	0.687291
1	0.641523
1	0.783994
1	0.655642
1	0.613742
1	0.72501
1	0.640766
1	0.760058
1	0.896715
1	0.75015
1	0.618795
1	0.761844
1	0.573696
1	0.57474
1	0.543443
1	0.618401
1	0.474086
1	0.7397
1	0.680505
1	0.6963
1	0.70294
1	0.442045
1	0.74073
1	0.728056
1	0.5338
1	0.584432
1	0.708903
1	0.662802
1	0.547941
1	0.475127
1	0.627124
1	0.527922
1	0.623704
1	0.678266
1	0.558114
1	0.534456
1	0.784173
1	0.547792
1	0.620801
1	0.594516
1	0.689366
1	0.685668
1	0.348498
1	0.636723
1	0.695187
1	0.555847
1	0.369145
1	0.795233
1	0.684974
1	0.662341
1	0.615819
1	0.624452
1	0.389067
1	0.361959
1	0.551956
1	0.456442
1	0.550252
1	0.46812
1	0.74776
1	0.75875
1	0.624436
1	0.853449
1	0.703669
1	0.655973
1	0.846234
1	0.684141
1	0.68606
1	0.550473
1	0.644741
1	0.54314
1	0.445059
1	0.520605
1	0.754736
1	0.624723
1	0.741577
1	0.599713
1	0.630736
1	0.723274
1	0.535376
1	0.344736
1	0.486795
1	0.77937
1	0.729584
1	0.380743
1	0.366844
1	0.752139
1	0.519503
1	0.700348
1	0.809802
1	0.840602
1	0.465292
1	0.519845
1	0.512967
1	0.416262
1	0.528327
1	0.706756
1	0.848958
1	0.591636
1	0.467893
1	0.76401
1	0.442023
1	0.506188
1	0.719104
1	0.762211
1	0.739133
1	0.659682
1	0.70514
1	0.581298
1	0.700884
1	0.598861
1	0.643701
1	0.570825
1	0.591784
1	0.67875
1	0.606529
1	0.680453
1	0.702019
1	0.768194
1	0.54921
1	0.66188
1	0.537656
1	0.582835
1	0.831865
1	0.514638
1	0.741599
1	0.70514
1	0.550507
1	0.692431
1	0.658989
1	0.677482
1	0.770049
1	0.81694
1	0.403911
1	0.538212
1	0.694667
1	0.368474
1	0.641229
1	0.385542
1	0.663007
1	0.75272
1	0.744893
1	0.568404
1	0.708731
1	0.689547
1	0.661261
1	0.599668
1	0.75941
1	0.454167
1	0.546688
1	0.625208
1	0.291165
1	0.719695
1	0.588026
1	0.584603
1	0.631583
1	0.644306
1	0.539308
1	0.582025
1	0.710376
1	0.746243
1	0.629739
1	0.623294
1	0.449495
1	0.571153
1	0.669319
1	0.494201
1	0.668307
1	0.454291
1	0.330892
1	0.855713
1	0.645867
1	0.740766
1	0.685331
1	0.446307
1	0.556498
1	0.541541
1	0.509167
1	0.651136
1	0.618395
1	0.629981
1	0.584339
1	0.613759
1	0.736441
1	0.643053
1	0.64478
1	0.393888
1	0.674505
1	0.405715
1	0.679162
1	0.824524
1	0.726799
1	0.449914
1	0.454054
1	0.755787
1	0.459004
1	0.709073
1	0.650248
1	0.670627
1	0.625643
1	0.676363
1	0.569152
1	0.711456
1	0.643279
1	0.692518
1	0.592632
1	0.470754
-1	0.0473079
-1	0.066712
-1	0.0463934
-1	0.0668882
-1	-0.0697259
-1	0.0563518
-1	-0.199048
-1	0.0527398
-1	0.0221307
-1	0.0548314
-1	0.123593
-1	0.0397561
-1	0.170899
-1	0.106408
-1	0.136285
-1	-0.10995
-1	-0.0968084
-1	0.166314
-1	-0.057737
-1	0.230781
-1	0.155173
-1	-0.0864137
-1	-0.018569
-1	-0.0581657
-1	0.0650176
-1	-0.0876409
-1	0.0270825
-1	0.017337
-1	-0.141868
-1	0.0195635
-1	0.0226381
-1	0.0512481
-1	0.136169
-1	0.0466275
-1	-0.0264683
-1	-0.169095
-1	0.172914
-1	-0.0877468
-1	0.0018189
-1	-0.0747819
-1	-0.0198304
-1	0.131654
-1	-0.00225365
-1	0.229747
-1	-0.192618
-1	0.0162425
-1	0.113465
-1	0.0911452
-1	0.118351
-1	0.0436701
-1	-0.0387957
-1	-0.0224436
-1	-0.016864
-1	0.0133047
-1	0.0521459
-1	-0.00375575
-1	0.157948
-1	0.0661939
-1	0.0506554
-1	-0.140479
-1	0.206084
-1	0.112819
-1	0.160507
-1	0.178681
-1	-0.061977
-1	-0.0891782
-1	-0.164865
-1	0.0338336
-1	-0.0266344
-1	0.072004
-1	0.0722858
-1	0.00675089
-1	0.00840406
-1	-0.0240176
-1	0.0943124
-1	0.11422
-1	-0.000723085
-1	0.00167816
-1	-0.0935043
-1	-0.0400249
-1	-0.0525662
-1	0.191123
-1	0.0490731
-1	-0.0718767
-1	0.122801
-1	0.0630231
-1	0.0535004
-1	0.0195534
-1	-0.0152176
-1	0.0735415
-1	0.0493906
-1	-0.112014
-1	-0.0332644
-1	-0.100312
-1	0.0264674
-1	0.0389347
-1	-0.0232254
-1	-0.00167991
-1	0.0292504
-1	0.125034
-1	0.209375
-1	-0.0781745
-1	0.129945
-1	0.0470275
-1	-0.00389462
-1	-0.024105
-1	0.0520302
-1	0.118116
-1	-0.0271437
-1	-0.0225102
-1	-0.015939
-1	0.0715521
-1	-0.112837
-1	0.136797
-1	-0.119712
-1	0.0224084
-1	0.0102621
-1	-0.0436544
-1	0.0348175
-1	0.0971077
-1	0.0128519
-1	-0.0729698
-1	-0.083667
-1	-0.212691
-1	-0.0258823
